"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX4193696","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404530","","117.04","1","1195513","239873120","455108","WGS","GENOMIC","RANDOM"
"SRX4193695","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404528","","123.32","1","1592563","319401961","455108","WGS","GENOMIC","RANDOM"
"SRX4193694","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404531","","115.85","1","1344528","265515688","455108","WGS","GENOMIC","RANDOM"
"SRX4193693","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404527","","120.9","1","1447259","289114402","455108","WGS","GENOMIC","RANDOM"
"SRX4193692","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404526","","106.41","1","1366455","273257253","455108","WGS","GENOMIC","RANDOM"
"SRX4193691","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404525","","113.12","1","1370067","258467670","455108","WGS","GENOMIC","RANDOM"
"SRX4193690","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404524","","106.61","1","1271953","253976401","455108","WGS","GENOMIC","RANDOM"
"SRX4193689","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404523","","80.74","1","1005200","201118917","455108","WGS","GENOMIC","RANDOM"
"SRX4193688","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404521","","86.05","1","976105","194024070","455108","WGS","GENOMIC","RANDOM"
"SRX4193687","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404522","","123.99","1","1229878","244965426","455108","WGS","GENOMIC","RANDOM"
"SRX4193686","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404520","","73.92","1","890653","178525104","455108","WGS","GENOMIC","RANDOM"
"SRX4193685","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404518","","87.71","1","978741","190362467","455108","WGS","GENOMIC","RANDOM"
"SRX4193684","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404516","","65.54","1","793633","158725972","455108","WGS","GENOMIC","RANDOM"
"SRX4193683","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404519","","95.53","1","1146198","229535773","455108","WGS","GENOMIC","RANDOM"
"SRX4193682","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404517","","47.11","1","540424","106068045","455108","WGS","GENOMIC","RANDOM"
"SRX4193669","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404502","","64.25","1","783378","157142682","455108","WGS","GENOMIC","RANDOM"
"SRX4193668","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404501","","69.24","1","798342","160121631","455108","WGS","GENOMIC","RANDOM"
"SRX4193667","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404500","","70.75","1","901140","178769779","455108","WGS","GENOMIC","RANDOM"
"SRX4193666","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404498","","73.39","1","861032","172730345","455108","WGS","GENOMIC","RANDOM"
"SRX4193665","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404499","","93.61","1","1143668","227193992","455108","WGS","GENOMIC","RANDOM"
"SRX4193664","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404495","","103.93","1","1215862","242957436","455108","WGS","GENOMIC","RANDOM"
"SRX4193663","","Shigella dysenteriae","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404497","","76.31","1","832535","167031528","455108","WGS","GENOMIC","RANDOM"
"SRX4193662","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404496","","70.44","1","913473","179203946","455108","WGS","GENOMIC","RANDOM"
"SRX4193661","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404493","","118.01","1","1190892","237086049","455108","WGS","GENOMIC","RANDOM"
"SRX4193660","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404494","","72.09","1","901982","180939075","455108","WGS","GENOMIC","RANDOM"
"SRX4193659","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3404492","","75.35","1","913981","182738593","455108","WGS","GENOMIC","RANDOM"
"SRX4190282","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401508","","343.65","1","3855213","770247149","455108","WGS","GENOMIC","RANDOM"
"SRX4190269","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401496","","310.13","1","3178033","629348695","455108","WGS","GENOMIC","RANDOM"
"SRX4190265","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401491","","275.61","1","3027863","601375310","455108","WGS","GENOMIC","RANDOM"
"SRX4190250","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401476","","290.14","1","3197444","627137034","455108","WGS","GENOMIC","RANDOM"
"SRX4190236","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401461","","276.82","1","3125826","619534202","455108","WGS","GENOMIC","RANDOM"
"SRX4190225","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401450","","205.63","1","2314852","449198491","455108","WGS","GENOMIC","RANDOM"
"SRX4190221","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401446","","259.87","1","2824897","562036959","455108","WGS","GENOMIC","RANDOM"
"SRX4190220","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401452","","216.93","1","2475225","493905304","455108","WGS","GENOMIC","RANDOM"
"SRX4190218","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401444","","279.39","1","3013350","600153509","455108","WGS","GENOMIC","RANDOM"
"SRX4190217","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401443","","216.19","1","2353465","466075201","455108","WGS","GENOMIC","RANDOM"
"SRX4190216","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401442","","180.23","1","2065417","413033552","455108","WGS","GENOMIC","RANDOM"
"SRX4190214","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401439","","289.49","1","3266576","648756812","455108","WGS","GENOMIC","RANDOM"
"SRX4190210","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401435","","405.65","1","4843207","960800797","455108","WGS","GENOMIC","RANDOM"
"SRX4190202","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401429","","318.66","1","3373448","669563197","455108","WGS","GENOMIC","RANDOM"
"SRX4190201","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401428","","242.19","1","2738398","543545937","455108","WGS","GENOMIC","RANDOM"
"SRX4190200","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401427","","266.24","1","3008013","577403574","455108","WGS","GENOMIC","RANDOM"
"SRX4190196","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401423","","195.91","1","2245796","415650571","455108","WGS","GENOMIC","RANDOM"
"SRX4190195","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401422","","167.99","1","1964818","394231301","455108","WGS","GENOMIC","RANDOM"
"SRX4190193","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401420","","192.94","1","2182286","431135251","455108","WGS","GENOMIC","RANDOM"
"SRX4190186","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401412","","184.46","1","2016856","400822621","455108","WGS","GENOMIC","RANDOM"
"SRX4190185","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401413","","224.04","1","2411230","480158569","455108","WGS","GENOMIC","RANDOM"
"SRX4190182","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401408","","206.62","1","2558508","512930583","455108","WGS","GENOMIC","RANDOM"
"SRX4190181","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401410","","114.69","1","1437413","276874590","455108","WGS","GENOMIC","RANDOM"
"SRX4190180","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401407","","176.22","1","1869725","375169893","455108","WGS","GENOMIC","RANDOM"
"SRX4190179","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401406","","326.46","1","3669156","721134532","455108","WGS","GENOMIC","RANDOM"
"SRX4190178","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401405","","224.67","1","2577532","514288925","455108","WGS","GENOMIC","RANDOM"
"SRX4190177","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401404","","162.67","1","1942388","382105560","455108","WGS","GENOMIC","RANDOM"
"SRX4190176","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401402","","198.41","1","2141099","424227341","455108","WGS","GENOMIC","RANDOM"
"SRX4190174","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401403","","379.01","1","4122772","819777282","455108","WGS","GENOMIC","RANDOM"
"SRX4190173","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401400","","225.91","1","2625264","501758470","455108","WGS","GENOMIC","RANDOM"
"SRX4190171","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401399","","224.39","1","2382455","468129627","455108","WGS","GENOMIC","RANDOM"
"SRX4190170","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401397","","208.82","1","2397375","478431739","455108","WGS","GENOMIC","RANDOM"
"SRX4190169","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401396","","210.72","1","2344715","467171198","455108","WGS","GENOMIC","RANDOM"
"SRX4190168","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401395","","208.6","1","2338758","465875918","455108","WGS","GENOMIC","RANDOM"
"SRX4190166","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401393","","153.6","1","1712730","334596793","455108","WGS","GENOMIC","RANDOM"
"SRX4190165","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401392","","195.22","1","2167704","423169929","455108","WGS","GENOMIC","RANDOM"
"SRX4190164","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401391","","198.28","1","2176391","429149291","455108","WGS","GENOMIC","RANDOM"
"SRX4190163","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401390","","210.43","1","2238504","448084701","455108","WGS","GENOMIC","RANDOM"
"SRX4190162","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401389","","261.9","1","2934750","579737959","455108","WGS","GENOMIC","RANDOM"
"SRX4190161","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3401388","","213.9","1","2438621","471205827","455108","WGS","GENOMIC","RANDOM"
