Experiment.Accession,Experiment.Title,Organism.Name,Instrument,Submitter,Study.Accession,Study.Title,Sample.Accession,Sample.Title,Total.Size..Mb,Total.RUNs,Total.Spots,Total.Bases,Library.Name,Library.Strategy,Library.Source,Library.Selection
SRX4370362,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528718,NA,203.74,1,2246423,435561702,455108,WGS,GENOMIC,RANDOM
SRX4370361,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528719,NA,209.01,1,2321195,446873693,455108,WGS,GENOMIC,RANDOM
SRX4370360,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528717,NA,210.75,1,2251962,441447109,455108,WGS,GENOMIC,RANDOM
SRX4370359,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528714,NA,169.35,1,1863461,360637490,455108,WGS,GENOMIC,RANDOM
SRX4370358,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528716,NA,195.56,1,2176615,428338369,455108,WGS,GENOMIC,RANDOM
SRX4370356,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528712,NA,198.95,1,2191152,435213000,455108,WGS,GENOMIC,RANDOM
SRX4370355,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528713,NA,182.9,1,2048781,401675008,455108,WGS,GENOMIC,RANDOM
SRX4370354,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528711,NA,86.02,1,1001491,194775368,455108,WGS,GENOMIC,RANDOM
SRX4370353,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528710,NA,209.67,1,2649170,530915097,455108,WGS,GENOMIC,RANDOM
SRX4370352,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528709,NA,100,1,1081457,214662554,455108,WGS,GENOMIC,RANDOM
SRX4370351,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528708,NA,207.7,1,2248798,444906412,455108,WGS,GENOMIC,RANDOM
SRX4370349,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528706,NA,113.3,1,1242403,248224589,455108,WGS,GENOMIC,RANDOM
SRX4370348,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528705,NA,205.1,1,2234217,442789871,455108,WGS,GENOMIC,RANDOM
SRX4370347,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528704,NA,189.36,1,2132754,412571154,455108,WGS,GENOMIC,RANDOM
SRX4370346,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528703,NA,164.78,1,1843661,364755223,455108,WGS,GENOMIC,RANDOM
SRX4370344,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528702,NA,181.05,1,1955772,389791185,455108,WGS,GENOMIC,RANDOM
SRX4370343,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528700,NA,189.24,1,2146025,424613369,455108,WGS,GENOMIC,RANDOM
SRX4370342,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528698,NA,121.63,1,1336945,267531532,455108,WGS,GENOMIC,RANDOM
SRX4370341,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528697,NA,173.35,1,1961207,387181589,455108,WGS,GENOMIC,RANDOM
SRX4370338,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528695,NA,179.87,1,2080650,404994409,455108,WGS,GENOMIC,RANDOM
SRX4370337,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528694,NA,180.59,1,2138167,411629046,455108,WGS,GENOMIC,RANDOM
SRX4370336,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528693,NA,189.34,1,2038273,401249239,455108,WGS,GENOMIC,RANDOM
SRX4370335,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528692,NA,162.5,1,2043998,381776033,455108,WGS,GENOMIC,RANDOM
SRX4370334,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528691,NA,184.94,1,2176461,429615145,455108,WGS,GENOMIC,RANDOM
SRX4370333,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528690,NA,188.47,1,2002437,394755052,455108,WGS,GENOMIC,RANDOM
SRX4370332,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528689,NA,157.53,1,1648706,324922963,455108,WGS,GENOMIC,RANDOM
SRX4370330,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528687,NA,161.61,1,1781338,347205295,455108,WGS,GENOMIC,RANDOM
SRX4370328,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528685,NA,134.31,1,1656403,306522511,455108,WGS,GENOMIC,RANDOM
SRX4370327,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528684,NA,166.71,1,2049915,409268353,455108,WGS,GENOMIC,RANDOM
SRX4370326,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528683,NA,167.89,1,1908498,381953081,455108,WGS,GENOMIC,RANDOM
SRX4370325,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528682,NA,148.43,1,1669160,321470178,455108,WGS,GENOMIC,RANDOM
SRX4370324,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528681,NA,160.47,1,2073883,406187626,455108,WGS,GENOMIC,RANDOM
SRX4370323,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528680,NA,171.34,1,1944548,378783879,455108,WGS,GENOMIC,RANDOM
SRX4370320,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528677,NA,177.72,1,1889304,377403164,455108,WGS,GENOMIC,RANDOM
SRX4370319,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528675,NA,123.17,1,1548619,309756194,455108,WGS,GENOMIC,RANDOM
SRX4370318,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528674,NA,150.05,1,1755504,344580437,455108,WGS,GENOMIC,RANDOM
SRX4370317,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528676,NA,143.42,1,1604037,321233104,455108,WGS,GENOMIC,RANDOM
SRX4370316,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528673,NA,157.99,1,1720251,335757024,455108,WGS,GENOMIC,RANDOM
SRX4370315,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528672,NA,147.23,1,1623625,313084558,455108,WGS,GENOMIC,RANDOM
SRX4370314,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528671,NA,145.03,1,1635244,328295872,455108,WGS,GENOMIC,RANDOM
SRX4370313,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528670,NA,152.23,1,1618012,317173867,455108,WGS,GENOMIC,RANDOM
SRX4370312,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528669,NA,124.81,1,1493572,296428494,455108,WGS,GENOMIC,RANDOM
SRX4370311,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528668,NA,130.82,1,1460565,288757806,455108,WGS,GENOMIC,RANDOM
SRX4370310,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528667,NA,132.19,1,1413032,278150606,455108,WGS,GENOMIC,RANDOM
SRX4370309,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528666,NA,99.49,1,1219009,221497705,455108,WGS,GENOMIC,RANDOM
SRX4370308,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528665,NA,125.11,1,1382047,277060055,455108,WGS,GENOMIC,RANDOM
SRX4370307,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528664,NA,124.05,1,1505745,301014397,455108,WGS,GENOMIC,RANDOM
SRX4370306,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528663,NA,124.42,1,1583550,316603005,455108,WGS,GENOMIC,RANDOM
SRX4370305,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528662,NA,80.04,1,916316,181445233,455108,WGS,GENOMIC,RANDOM
SRX4370304,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528661,NA,131.08,1,1530623,306750460,455108,WGS,GENOMIC,RANDOM
SRX4370303,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528660,NA,137.78,1,1570903,314284628,455108,WGS,GENOMIC,RANDOM
SRX4370302,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528659,NA,110.9,1,1413195,283334693,455108,WGS,GENOMIC,RANDOM
SRX4370301,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528658,NA,132.3,1,1467858,294050746,455108,WGS,GENOMIC,RANDOM
SRX4370300,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528657,NA,117.58,1,1294782,249806197,455108,WGS,GENOMIC,RANDOM
SRX4370299,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528656,NA,115.46,1,1411304,282731884,455108,WGS,GENOMIC,RANDOM
SRX4370298,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528655,NA,112.69,1,1467198,278077134,455108,WGS,GENOMIC,RANDOM
SRX4370297,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528654,NA,116.33,1,1478138,296159186,455108,WGS,GENOMIC,RANDOM
SRX4370296,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528652,NA,78.57,1,1001294,198566371,455108,WGS,GENOMIC,RANDOM
SRX4370295,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528651,NA,89.64,1,981900,196491256,455108,WGS,GENOMIC,RANDOM
SRX4370294,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528653,NA,78.29,1,979727,196008268,455108,WGS,GENOMIC,RANDOM
SRX4370292,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528649,NA,92.1,1,1039407,208539965,455108,WGS,GENOMIC,RANDOM
SRX4370291,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528648,NA,91.53,1,1087866,217765909,455108,WGS,GENOMIC,RANDOM
SRX4370289,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528646,NA,101.79,1,1106173,219745280,455108,WGS,GENOMIC,RANDOM
SRX4370288,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528645,NA,96.21,1,1075960,214875916,455108,WGS,GENOMIC,RANDOM
SRX4370287,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528647,NA,97.6,1,1185477,218768046,455108,WGS,GENOMIC,RANDOM
SRX4370286,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528644,NA,95.04,1,1190067,237452843,455108,WGS,GENOMIC,RANDOM
SRX4370285,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528642,NA,96.36,1,1024906,202662582,455108,WGS,GENOMIC,RANDOM
SRX4370284,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528643,NA,112.05,1,1414641,281749350,455108,WGS,GENOMIC,RANDOM
SRX4370283,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528641,NA,98.55,1,1291762,236872821,455108,WGS,GENOMIC,RANDOM
SRX4370282,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528639,NA,72.65,1,875774,160995823,455108,WGS,GENOMIC,RANDOM
SRX4370281,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528638,NA,66.72,1,751331,149493565,455108,WGS,GENOMIC,RANDOM
SRX4370280,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528640,NA,70.27,1,882456,176160498,455108,WGS,GENOMIC,RANDOM
SRX4370279,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528637,NA,84,1,911016,178863082,455108,WGS,GENOMIC,RANDOM
SRX4370278,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528636,NA,45.51,1,530308,101007883,455108,WGS,GENOMIC,RANDOM
SRX4370273,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528632,NA,39.08,1,404685,80989143,455108,WGS,GENOMIC,RANDOM
SRX4370272,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3528633,NA,40.3,1,454999,83265187,455108,WGS,GENOMIC,RANDOM
SRX4364872,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3524378,NA,250.37,1,2834514,567383822,455108,WGS,GENOMIC,RANDOM
SRX4364871,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3524377,NA,248.21,1,2836365,564560112,455108,WGS,GENOMIC,RANDOM
SRX4364869,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3524375,NA,133.51,1,1695563,337569581,455108,WGS,GENOMIC,RANDOM
SRX4364868,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3524374,NA,183.79,1,2283947,457163678,455108,WGS,GENOMIC,RANDOM
SRX4364867,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3524373,NA,194.68,1,2214437,443057616,455108,WGS,GENOMIC,RANDOM
SRX4364866,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3524372,NA,87.29,1,1092896,217749682,455108,WGS,GENOMIC,RANDOM
SRX4364865,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3524371,NA,164.81,1,1848290,370073603,455108,WGS,GENOMIC,RANDOM
SRX4364860,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3524366,NA,149.52,1,1844747,369555599,455108,WGS,GENOMIC,RANDOM
SRX4347297,WGS of Escherichia coli O157,Escherichia coli,MinION,Public Health England,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3507149,NA,466.01,1,430911,595456290,399730_2,WGS,GENOMIC,other
SRX4347296,WGS of Escherichia coli O157,Escherichia coli,MinION,Public Health England,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3507148,NA,386.78,1,94722,446981148,421157_2,WGS,GENOMIC,other
SRX4343742,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503987,NA,371.5,1,4145081,831190493,455108,WGS,GENOMIC,RANDOM
SRX4343741,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503986,NA,430.41,1,4799765,957306603,455108,WGS,GENOMIC,RANDOM
SRX4343669,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503914,NA,215.95,1,2379254,477203074,455108,WGS,GENOMIC,RANDOM
SRX4343668,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503913,NA,215.66,1,2397668,480328527,455108,WGS,GENOMIC,RANDOM
SRX4343666,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503910,NA,164.23,1,1769479,355053980,455108,WGS,GENOMIC,RANDOM
SRX4343665,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503909,NA,101.43,1,1146311,229949583,455108,WGS,GENOMIC,RANDOM
SRX4343664,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503908,NA,182.03,1,1981422,396958763,455108,WGS,GENOMIC,RANDOM
SRX4343663,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503907,NA,142.68,1,1536833,308328430,455108,WGS,GENOMIC,RANDOM
SRX4343662,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503911,NA,156.1,1,1685173,337569600,455108,WGS,GENOMIC,RANDOM
SRX4343661,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503904,NA,218.88,1,2448485,489857736,455108,WGS,GENOMIC,RANDOM
SRX4343660,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3503903,NA,100.95,1,1116565,223950475,455108,WGS,GENOMIC,RANDOM
